"","seqnames","start","end","width","strand","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","ensembl_gene_id","gene_name"
"551","16",62036461,62036461,1,"*",61647242,62037035,389794,"-",0,"inside",0,"ENSG00000150394","CDH8"
"552","1",201284843,201284843,1,"*",201283452,201332993,49542,"+",0,"inside",0,"ENSG00000081277","PKP1"
"553","17",36978994,36978994,1,"*",36980167,36980422,256,"+",1172,"upstream",1172,"ENSG00000277911",""
"554","17",36978994,36978994,1,"*",36948925,37056871,107947,"+",0,"inside",0,"ENSG00000275700","AATF"
"555","8",96645066,96645066,1,"*",96645242,97149654,504413,"+",175,"upstream",175,"ENSG00000104324","CPQ"
"556","1",225991263,225991263,1,"*",225982702,225999343,16642,"-",0,"inside",0,"ENSG00000143751","SDE2"
"557","7",102007709,102007709,1,"*",101815904,102283958,468055,"+",0,"inside",0,"ENSG00000257923","CUX1"
"558","16",980561,980561,1,"*",981770,986979,5210,"+",1208,"upstream",1208,"ENSG00000005513","SOX8"
"559","16",980561,980561,1,"*",975761,981596,5836,"-",0,"inside",0,"ENSG00000260807","CEROX1"
"560","16",980561,980561,1,"*",853634,981318,127685,"-",0,"inside",0,"ENSG00000103227","LMF1"
"561","16",55330931,55330931,1,"*",55332355,55332967,613,"+",1423,"upstream",1423,"ENSG00000263207",""
"562","16",55330931,55330931,1,"*",55259969,55333588,73620,"-",0,"inside",0,"ENSG00000259283",""
"563","1",160070427,160070427,1,"*",160062461,160080769,18309,"+",0,"inside",0,"ENSG00000225279",""
"564","1",160070427,160070427,1,"*",159998651,160070160,71510,"-",266,"upstream",266,"ENSG00000177807","KCNJ10"
"565","2",81194756,81194756,1,"*",81194337,81201184,6848,"-",0,"inside",0,"ENSG00000234429","ANKRD11P1"
"566","3",58165528,58165528,1,"*",58162547,58170636,8090,"-",0,"inside",0,"ENSG00000244161","FLNB-AS1"
"567","3",58165528,58165528,1,"*",58008398,58172251,163854,"+",0,"inside",0,"ENSG00000136068","FLNB"
"568","16",28295495,28295495,1,"*",28259246,28323849,64604,"+",0,"inside",0,"ENSG00000188322","SBK1"
"569","6",14209141,14209141,1,"*",14210293,14214374,4082,"+",1151,"upstream",1151,"ENSG00000286281",""
"570","6",14209141,14209141,1,"*",14152196,14211186,58991,"-",0,"inside",0,"ENSG00000285639",""
"571","17",41965560,41965560,1,"*",41966763,41977740,10978,"+",1202,"upstream",1202,"ENSG00000173786","CNP"
"572","17",41965560,41965560,1,"*",41930617,41966503,35887,"+",0,"inside",0,"ENSG00000204815","ODAD4"
"573","16",50547812,50547812,1,"*",50548396,50649249,100854,"+",583,"upstream",583,"ENSG00000140807","NKD1"
"574","17",54900084,54900084,1,"*",54899387,54961956,62570,"+",0,"inside",0,"ENSG00000141198","TOM1L1"
"575","19",37334486,37334486,1,"*",37312837,37369365,56529,"+",0,"inside",0,"ENSG00000181666","ZNF875"
"576","1",26471085,26471085,1,"*",26432282,26471306,39025,"+",0,"inside",0,"ENSG00000117682","DHDDS"
"577","1",26471085,26471085,1,"*",26472440,26476642,4203,"+",1354,"upstream",1354,"ENSG00000198830","HMGN2"
"578","2",150982034,150982034,1,"*",150982506,151003474,20969,"+",471,"upstream",471,"ENSG00000228064",""
"579","12",55997021,55997021,1,"*",55997180,56006641,9462,"+",158,"upstream",158,"ENSG00000139531","SUOX"
"580","9",98255292,98255292,1,"*",98199011,98255649,56639,"-",0,"inside",0,"ENSG00000095383","TBC1D2"
"581","1",171841770,171841770,1,"*",171841498,172418466,576969,"+",0,"inside",0,"ENSG00000197959","DNM3"
"582","4",121765114,121765114,1,"*",121764585,121766814,2230,"+",0,"inside",0,"ENSG00000226757","PP12613"
"583","4",121765114,121765114,1,"*",121758881,121765427,6547,"-",0,"inside",0,"ENSG00000164112","SMIM43"
"584","10",86365620,86365620,1,"*",85599552,86366795,767244,"-",0,"inside",0,"ENSG00000182771","GRID1"
"585","16",56616935,56616935,1,"*",56617476,56618818,1343,"+",540,"upstream",540,"ENSG00000260549","MT1L"
"586","14",99604219,99604219,1,"*",99500190,99604207,104018,"-",11,"upstream",11,"ENSG00000205476","CCDC85C"
"587","14",99604219,99604219,1,"*",99604556,99625740,21185,"+",336,"upstream",336,"ENSG00000247970",""
"588","8",9041003,9041003,1,"*",9002147,9116746,114600,"+",0,"inside",0,"ENSG00000104626","ERI1"
"589","11",124746312,124746312,1,"*",124739942,124747210,7269,"+",0,"inside",0,"ENSG00000154146","NRGN"
"590","11",124746312,124746312,1,"*",124744634,124746337,1704,"-",0,"inside",0,"ENSG00000255045",""
"591","5",115545018,115545018,1,"*",115520908,115544775,23868,"-",242,"upstream",242,"ENSG00000145780","FEM1C"
"592","17",46923427,46923427,1,"*",46916770,46923034,6265,"-",392,"upstream",392,"ENSG00000261886","GOSR2-DT"
"593","17",46923427,46923427,1,"*",46923075,46975524,52450,"+",0,"inside",0,"ENSG00000108433","GOSR2"
"594","17",46923427,46923427,1,"*",46923133,47049932,126800,"+",0,"inside",0,"ENSG00000262633",""
"595","2",27089848,27089848,1,"*",27086747,27100762,14016,"+",0,"inside",0,"ENSG00000138030","KHK"
"596","3",154125057,154125057,1,"*",154121003,154257827,136825,"+",0,"inside",0,"ENSG00000114790","ARHGEF26"
"597","16",1773290,1773290,1,"*",1771890,1773150,1261,"-",139,"upstream",139,"ENSG00000074071","MRPS34"
"598","16",1773290,1773290,1,"*",1772810,1781708,8899,"+",0,"inside",0,"ENSG00000197774","EME2"
"599","10",88347782,88347782,1,"*",88273864,88584530,310667,"-",0,"inside",0,"ENSG00000184719","RNLS"
"600","6",69797048,69797048,1,"*",69672757,69867236,194480,"-",0,"inside",0,"ENSG00000168216","LMBRD1"
"601","13",43630222,43630222,1,"*",43213518,43786908,573391,"-",0,"inside",0,"ENSG00000120658","ENOX1"
"602","13",43630222,43630222,1,"*",43607313,43629464,22152,"-",757,"upstream",757,"ENSG00000287842",""
"603","5",163438230,163438230,1,"*",162424042,163437326,1013285,"-",903,"upstream",903,"ENSG00000254186",""
"604","5",163438230,163438230,1,"*",163437569,163446151,8583,"+",0,"inside",0,"ENSG00000113328","CCNG1"
"605","13",112983501,112983501,1,"*",112894378,113099742,205365,"+",0,"inside",0,"ENSG00000126217","MCF2L"
"606","11",70820643,70820643,1,"*",70467854,71252577,784724,"-",0,"inside",0,"ENSG00000162105","SHANK2"
"607","5",139278718,139278718,1,"*",138946724,139293557,346834,"-",0,"inside",0,"ENSG00000120725","SIL1"
"608","5",139278718,139278718,1,"*",139273752,139331671,57920,"+",0,"inside",0,"ENSG00000280987","MATR3"
"609","5",139278718,139278718,1,"*",139274102,139284899,10798,"+",0,"inside",0,"ENSG00000281398","SNHG4"
"610","5",139278718,139278718,1,"*",139278781,139278978,198,"+",62,"upstream",62,"ENSG00000200959","SNORA74A"
"611","17",259754,259754,1,"*",212389,386254,173866,"-",0,"inside",0,"ENSG00000181031","RPH3AL"
"612","17",72057692,72057692,1,"*",72021851,72058073,36223,"-",0,"inside",0,"ENSG00000228639","ROCR"
"613","17",72057692,72057692,1,"*",72033772,72220948,187177,"-",0,"inside",0,"ENSG00000288605",""
"614","19",12401260,12401260,1,"*",12379189,12401274,22086,"-",0,"inside",0,"ENSG00000268744",""
"615","19",12401260,12401260,1,"*",12390016,12401271,11256,"-",0,"inside",0,"ENSG00000196466","ZNF799"
"616","19",12401260,12401260,1,"*",12391949,12441082,49134,"-",0,"inside",0,"ENSG00000268870",""
"617","3",105368398,105368398,1,"*",105366909,105576900,209992,"+",0,"inside",0,"ENSG00000170017","ALCAM"
"618","2",115163188,115163188,1,"*",114442299,115845780,1403482,"+",0,"inside",0,"ENSG00000175497","DPP10"
"619","1",50048094,50048094,1,"*",50024029,50203772,179744,"+",0,"inside",0,"ENSG00000162374","ELAVL4"
"620","11",58583133,58583133,1,"*",58579063,58621550,42488,"+",0,"inside",0,"ENSG00000186660","ZFP91"
"621","11",58583133,58583133,1,"*",58579172,58624639,45468,"+",0,"inside",0,"ENSG00000255073","ZFP91-CNTF"
"622","11",30017138,30017138,1,"*",30009730,30017030,7301,"-",107,"upstream",107,"ENSG00000182255","KCNA4"
"623","12",459660,459660,1,"*",459939,563509,103571,"+",278,"upstream",278,"ENSG00000139044","B4GALNT3"
"624","10",48274680,48274680,1,"*",48153088,48274696,121609,"-",0,"inside",0,"ENSG00000170324","FRMPD2"
"625","3",13621898,13621898,1,"*",13549125,13638422,89298,"+",0,"inside",0,"ENSG00000163520","FBLN2"
"626","4",74365086,74365086,1,"*",74365145,74388749,23605,"+",58,"upstream",58,"ENSG00000124882","EREG"
"627","4",184009752,184009752,1,"*",183797692,184023526,225835,"+",0,"inside",0,"ENSG00000173320","STOX2"
"628","12",57591451,57591451,1,"*",57591174,57603418,12245,"+",0,"inside",0,"ENSG00000166908","PIP4K2C"
"629","5",55219812,55219812,1,"*",55219564,55227315,7752,"-",0,"inside",0,"ENSG00000234602","MCIDAS"
"630","14",101781916,101781916,1,"*",101761798,101927989,166192,"+",0,"inside",0,"ENSG00000078304","PPP2R5C"
"631","14",53952086,53952086,1,"*",53949736,53958761,9026,"-",0,"inside",0,"ENSG00000125378","BMP4"
"632","5",1100094,1100094,1,"*",1050384,1112063,61680,"-",0,"inside",0,"ENSG00000113504","SLC12A7"
"633","3",42979354,42979354,1,"*",42979267,43060211,80945,"+",0,"inside",0,"ENSG00000144649","GASK1A"
"634","3",42979354,42979354,1,"*",42809446,43055871,246426,"+",0,"inside",0,"ENSG00000273291",""
"635","16",628127,628127,1,"*",589357,629272,39916,"+",0,"inside",0,"ENSG00000197562","RAB40C"
"636","16",628127,628127,1,"*",629239,634117,4879,"+",1111,"upstream",1111,"ENSG00000127578","WFIKKN1"
"637","10",68472171,68472171,1,"*",68414064,68472121,58058,"-",49,"upstream",49,"ENSG00000138346","DNA2"
"638","11",2904243,2904243,1,"*",2887344,2903575,16232,"-",667,"upstream",667,"ENSG00000254827","SLC22A18AS"
"639","11",2904243,2904243,1,"*",2899721,2925246,25526,"+",0,"inside",0,"ENSG00000110628","SLC22A18"
"640","2",46320554,46320554,1,"*",46293667,46386697,93031,"+",0,"inside",0,"ENSG00000116016","EPAS1"
"641","17",36933007,36933007,1,"*",36861674,36936670,74997,"-",0,"inside",0,"ENSG00000277268","LHX1-DT"
"642","11",1222717,1222717,1,"*",1223066,1262172,39107,"+",348,"upstream",348,"ENSG00000117983","MUC5B"
"643","16",31508210,31508210,1,"*",31489471,31509309,19839,"-",0,"inside",0,"ENSG00000140688","RUSF1"
"644","16",31508210,31508210,1,"*",31508464,31509560,1097,"+",253,"upstream",253,"ENSG00000260625",""
"645","21",36745838,36745838,1,"*",36699115,36749917,50803,"+",0,"inside",0,"ENSG00000159263","SIM2"
"646","3",84958808,84958808,1,"*",84958989,86074429,1115441,"+",180,"upstream",180,"ENSG00000175161","CADM2"
"647","3",9750456,9750456,1,"*",9749944,9788219,38276,"+",0,"inside",0,"ENSG00000114026","OGG1"
"648","1",213985230,213985230,1,"*",213817751,213988508,170758,"-",0,"inside",0,"ENSG00000230461","PROX1-AS1"
"649","1",213985230,213985230,1,"*",213983181,214041510,58330,"+",0,"inside",0,"ENSG00000117707","PROX1"
"650","1",213985230,213985230,1,"*",213983793,213986419,2627,"-",0,"inside",0,"ENSG00000274895",""
"651","16",86740991,86740991,1,"*",86710122,86742083,31962,"+",0,"inside",0,"ENSG00000261175","LINC02188"
"652","17",19745542,19745542,1,"*",19737984,19748943,10960,"-",0,"inside",0,"ENSG00000108602","ALDH3A1"
"653","16",47463911,47463911,1,"*",47461123,47701523,240401,"+",0,"inside",0,"ENSG00000102893","PHKB"
"654","16",47463911,47463911,1,"*",47154387,47464149,309763,"-",0,"inside",0,"ENSG00000129636","ITFG1"
"655","2",101150594,101150594,1,"*",101151660,101155412,3753,"+",1065,"upstream",1065,"ENSG00000272902","TBC1D8-AS1"
"656","2",101150594,101150594,1,"*",101007228,101252866,245639,"-",0,"inside",0,"ENSG00000204634","TBC1D8"
"657","18",580435,580435,1,"*",580380,582114,1735,"+",0,"inside",0,"ENSG00000177143","CETN1"
"658","15",83285131,83285131,1,"*",83179182,83439445,260264,"+",0,"inside",0,"ENSG00000259986",""
"659","15",83285131,83285131,1,"*",83255884,83284664,28781,"-",466,"upstream",466,"ENSG00000169594","BNC1"
"660","20",36819942,36819942,1,"*",36777447,36863538,86092,"-",0,"inside",0,"ENSG00000149639","SOGA1"
"661","11",69646240,69646240,1,"*",69641156,69654474,13319,"+",0,"inside",0,"ENSG00000110092","CCND1"
"662","18",72869572,72869572,1,"*",72868388,72881399,13012,"+",0,"inside",0,"ENSG00000263958","NETO1-DT"
"663","18",72869572,72869572,1,"*",72742314,72868146,125833,"-",1425,"upstream",1425,"ENSG00000166342","NETO1"
"664","6",100461245,100461245,1,"*",100385009,100464921,79913,"-",0,"inside",0,"ENSG00000112246","SIM1"
"665","5",15500605,15500605,1,"*",15500180,15939795,439616,"+",0,"inside",0,"ENSG00000183580","FBXL7"
"666","19",10681021,10681021,1,"*",10654261,10692417,38157,"+",0,"inside",0,"ENSG00000129351","ILF3"
"667","18",64002973,64002973,1,"*",63970029,64019779,49751,"+",0,"inside",0,"ENSG00000166401","SERPINB8"
"668","4",153683935,153683935,1,"*",153684070,153706260,22191,"+",134,"upstream",134,"ENSG00000137462","TLR2"
"669","11",2271971,2271971,1,"*",2268498,2270588,2091,"-",1382,"upstream",1382,"ENSG00000183734","ASCL2"
"670","2",73156945,73156945,1,"*",73073382,73156721,83340,"-",223,"upstream",223,"ENSG00000135631","RAB11FIP5"
"671","7",128829745,128829745,1,"*",128830406,128859274,28869,"+",660,"upstream",660,"ENSG00000128591","FLNC"
"672","5",16179026,16179026,1,"*",16067139,16180762,113624,"-",0,"inside",0,"ENSG00000183654","MARCHF11"
"673","5",16179026,16179026,1,"*",16180238,16185585,5348,"+",1211,"upstream",1211,"ENSG00000250448",""
"674","12",16606095,16606095,1,"*",16347142,16609259,262118,"+",0,"inside",0,"ENSG00000008394","MGST1"
"675","12",16606095,16606095,1,"*",16548372,16610594,62223,"-",0,"inside",0,"ENSG00000048540","LMO3"
"676","11",123577673,123577673,1,"*",123358428,123627774,269347,"+",0,"inside",0,"ENSG00000023171","GRAMD1B"
"677","16",30894420,30894420,1,"*",30875222,30895220,19999,"+",0,"inside",0,"ENSG00000260083","MIR762HG"
"678","16",30894420,30894420,1,"*",30875766,30895216,19451,"-",0,"inside",0,"ENSG00000262721",""
"679","16",30894420,30894420,1,"*",30833626,30894302,60677,"-",117,"upstream",117,"ENSG00000099385","BCL7C"
"680","2",25161785,25161785,1,"*",25160853,25168903,8051,"-",0,"inside",0,"ENSG00000115138","POMC"
"681","19",10339688,10339688,1,"*",10333776,10339661,5886,"-",26,"upstream",26,"ENSG00000076662","ICAM3"
"682","2",71560697,71560697,1,"*",71453561,71686763,233203,"+",0,"inside",0,"ENSG00000135636","DYSF"
"683","11",60184190,60184190,1,"*",60185657,60318080,132424,"+",1466,"upstream",1466,"ENSG00000110079","MS4A4A"
"684","11",60184190,60184190,1,"*",60172015,60184666,12652,"-",0,"inside",0,"ENSG00000110077","MS4A6A"
"685","16",30650802,30650802,1,"*",30650717,30656413,5697,"+",0,"inside",0,"ENSG00000156858","PRR14"
"686","2",42793542,42793542,1,"*",42767089,42792593,25505,"-",948,"upstream",948,"ENSG00000162882","HAAO"
"687","14",60657763,60657763,1,"*",60643421,60658259,14839,"-",0,"inside",0,"ENSG00000126778","SIX1"
"688","17",42421625,42421625,1,"*",42402449,42423256,20808,"-",0,"inside",0,"ENSG00000177469","CAVIN1"
"689","12",52007664,52007664,1,"*",52006946,52015889,8944,"+",0,"inside",0,"ENSG00000161835","TAMALIN"
"690","20",43518400,43518400,1,"*",43458054,43541881,83828,"+",0,"inside",0,"ENSG00000288000",""
"691","20",43518400,43518400,1,"*",43489442,43550954,61513,"+",0,"inside",0,"ENSG00000185513","L3MBTL1"
"692","7",55951691,55951691,1,"*",55951793,56000181,48389,"+",101,"upstream",101,"ENSG00000146729","NIPSNAP2"
"693","7",55951691,55951691,1,"*",55887277,55955239,67963,"+",0,"inside",0,"ENSG00000249773",""
"694","7",55951691,55951691,1,"*",55951877,55956500,4624,"+",185,"upstream",185,"ENSG00000239789","MRPS17"
"695","1",204081252,204081252,1,"*",204073115,204127743,54629,"+",0,"inside",0,"ENSG00000143842","SOX13"
"696","10",43436792,43436792,1,"*",43436841,43483181,46341,"+",48,"upstream",48,"ENSG00000243660","ZNF487"
"697","10",133087775,133087775,1,"*",133083073,133088491,5419,"-",0,"inside",0,"ENSG00000256925","ADGRA1-AS1"
"698","10",133087775,133087775,1,"*",133087924,133131675,43752,"+",148,"upstream",148,"ENSG00000197177","ADGRA1"
"699","4",69760611,69760611,1,"*",69721167,69787961,66795,"-",0,"inside",0,"ENSG00000173597","SULT1B1"
"700","16",85395429,85395429,1,"*",85169525,85676204,506680,"+",0,"inside",0,"ENSG00000131149","GSE1"
"701","4",2746299,2746299,1,"*",2741648,2756342,14695,"-",0,"inside",0,"ENSG00000168884","TNIP2"
"702","8",92063854,92063854,1,"*",91954967,92103286,148320,"-",0,"inside",0,"ENSG00000079102","RUNX1T1"
"703","7",100097914,100097914,1,"*",100092728,100101940,9213,"-",0,"inside",0,"ENSG00000166508","MCM7"
"704","13",112837728,112837728,1,"*",112690038,112887168,197131,"+",0,"inside",0,"ENSG00000068650","ATP11A"
"705","1",217134354,217134354,1,"*",216503246,217137755,634510,"-",0,"inside",0,"ENSG00000196482","ESRRG"
"706","2",96868320,96868320,1,"*",96859718,96870757,11040,"-",0,"inside",0,"ENSG00000168758","SEMA4C"
"707","22",19022955,19022955,1,"*",18970439,19031242,60804,"+",0,"inside",0,"ENSG00000273032","DGCR5"
"708","1",201154432,201154432,1,"*",201134772,201171574,36803,"-",0,"inside",0,"ENSG00000116857","TMEM9"
"709","17",59841321,59841321,1,"*",59707192,59842255,135064,"+",0,"inside",0,"ENSG00000062716","VMP1"
"710","17",59841321,59841321,1,"*",59841266,59841337,72,"+",0,"inside",0,"ENSG00000284190","MIR21"
"711","10",119176200,119176200,1,"*",119167720,119178812,11093,"-",0,"inside",0,"ENSG00000165672","PRDX3"
"712","1",229558857,229558857,1,"*",229516582,229558707,42126,"-",149,"upstream",149,"ENSG00000135776","ABCB10"
"713","2",241927042,241927042,1,"*",241881363,242078722,197360,"+",0,"inside",0,"ENSG00000233806","LINC01237"
"714","10",124419212,124419212,1,"*",124397303,124418976,21674,"-",235,"upstream",235,"ENSG00000065154","OAT"
"715","17",58692196,58692196,1,"*",58660424,58692018,31595,"-",177,"upstream",177,"ENSG00000266826","IGBP1P2"
"716","17",58692196,58692196,1,"*",58692573,58735611,43039,"+",376,"upstream",376,"ENSG00000108384","RAD51C"
"717","17",58692196,58692196,1,"*",58556678,58692055,135378,"-",140,"upstream",140,"ENSG00000121101","TEX14"
"718","5",77639255,77639255,1,"*",77628712,77638713,10002,"-",541,"upstream",541,"ENSG00000171540","OTP"
"719","11",95089680,95089680,1,"*",95089846,95132645,42800,"+",165,"upstream",165,"ENSG00000149218","ENDOD1"
"720","3",67647633,67647633,1,"*",67360460,67654612,294153,"-",0,"inside",0,"ENSG00000172340","SUCLG2"
"721","8",63039320,63039320,1,"*",63014881,63039407,24527,"-",0,"inside",0,"ENSG00000137563","GGH"
"722","16",89507154,89507154,1,"*",89490719,89557766,67048,"+",0,"inside",0,"ENSG00000197912","SPG7"
"723","11",122856732,122856732,1,"*",122838500,122872643,34144,"+",0,"inside",0,"ENSG00000109943","CRTAM"
"724","1",29123001,29123001,1,"*",29119429,29123903,4475,"-",0,"inside",0,"ENSG00000253304","TMEM200B"
"725","11",789849,789849,1,"*",787115,790113,2999,"-",0,"inside",0,"ENSG00000184524","CEND1"
"726","19",13747709,13747709,1,"*",13731760,13763296,31537,"+",0,"inside",0,"ENSG00000104957","CCDC130"
"727","19",2774334,2774334,1,"*",2754715,2783362,28648,"-",0,"inside",0,"ENSG00000104969","SGTA"
"728","5",90474673,90474673,1,"*",90458209,90474771,16563,"-",0,"inside",0,"ENSG00000176055","MBLAC2"
"729","5",90474673,90474673,1,"*",90471748,90514557,42810,"+",0,"inside",0,"ENSG00000113356","POLR3G"
"730","7",153749641,153749641,1,"*",153715074,153748986,33913,"-",654,"upstream",654,"ENSG00000287744",""
"731","7",154305227,154305227,1,"*",153887097,154894285,1007189,"+",0,"inside",0,"ENSG00000130226","DPP6"
"732","5",149348637,149348637,1,"*",149345430,149354583,9154,"+",0,"inside",0,"ENSG00000164284","GRPEL2"
"733","5",149348637,149348637,1,"*",149348116,149357642,9527,"-",0,"inside",0,"ENSG00000253618","GRPEL2-AS1"
"734","11",65574791,65574791,1,"*",65576046,65592650,16605,"+",1254,"upstream",1254,"ENSG00000173442","EHBP1L1"
"735","8",143916119,143916119,1,"*",143915153,143976734,61582,"-",0,"inside",0,"ENSG00000178209","PLEC"
"736","17",79950783,79950783,1,"*",79932343,80035872,103530,"-",0,"inside",0,"ENSG00000167291","TBC1D16"
"737","1",1331401,1331401,1,"*",1331280,1335314,4035,"+",0,"inside",0,"ENSG00000169962","TAS1R3"
"738","19",47713556,47713556,1,"*",47607524,47733098,125575,"+",0,"inside",0,"ENSG00000268746",""
"739","19",47713556,47713556,1,"*",47713422,47743134,29713,"+",0,"inside",0,"ENSG00000024422","EHD2"
"740","11",33015028,33015028,1,"*",33015876,33033582,17707,"+",847,"upstream",847,"ENSG00000121690","DEPDC7"
"741","11",99021303,99021303,1,"*",99020949,100358885,1337937,"+",0,"inside",0,"ENSG00000149972","CNTN5"
"742","12",62800221,62800221,1,"*",62643994,62935150,291157,"-",0,"inside",0,"ENSG00000111110","PPM1H"
"743","4",145099049,145099049,1,"*",144210701,145098174,887474,"-",874,"upstream",874,"ENSG00000285713",""
"744","4",145099049,145099049,1,"*",144831908,145098541,266634,"-",507,"upstream",507,"ENSG00000164162","ANAPC10"
"745","4",145099049,145099049,1,"*",145098288,145129524,31237,"+",0,"inside",0,"ENSG00000164163","ABCE1"
"746","19",45815660,45815660,1,"*",45815410,45863194,47785,"-",0,"inside",0,"ENSG00000125755","SYMPK"
"747","19",45815660,45815660,1,"*",45795713,45815308,19596,"-",351,"upstream",351,"ENSG00000104941","RSPH6A"
"748","2",174025117,174025117,1,"*",174025280,174027163,1884,"+",162,"upstream",162,"ENSG00000260868","LINC01960"
"749","22",50251506,50251506,1,"*",50245183,50251405,6223,"-",100,"upstream",100,"ENSG00000100429","HDAC10"
"750","22",50251506,50251506,1,"*",50245450,50261716,16267,"-",0,"inside",0,"ENSG00000188130","MAPK12"
"751","2",216699509,216699509,1,"*",216694464,216994079,299616,"+",0,"inside",0,"ENSG00000236886",""
"752","1",155927118,155927118,1,"*",155913045,155934413,21369,"-",0,"inside",0,"ENSG00000132680","KHDC4"
"753","1",155927118,155927118,1,"*",155925958,155926085,128,"-",1032,"upstream",1032,"ENSG00000280466","SCARNA4"
"754","1",155927118,155927118,1,"*",155925958,155926086,129,"-",1031,"upstream",1031,"ENSG00000281394","SCARNA4"
"755","1",237041874,237041874,1,"*",237042184,237833988,791805,"+",309,"upstream",309,"ENSG00000198626","RYR2"
"756","17",81403865,81403865,1,"*",81395457,81466332,70876,"+",0,"inside",0,"ENSG00000266074","BAHCC1"
"757","16",3029707,3029707,1,"*",3027682,3036944,9263,"-",0,"inside",0,"ENSG00000162069","BICDL2"
"758","16",47143692,47143692,1,"*",47077703,47143945,66243,"-",0,"inside",0,"ENSG00000171208","NETO2"
"759","16",47143692,47143692,1,"*",47144323,47162749,18427,"+",630,"upstream",630,"ENSG00000260281","ITFG1-AS1"
"760","2",189179875,189179875,1,"*",189031898,189225312,193415,"-",0,"inside",0,"ENSG00000204262","COL5A2"
"761","15",67067187,67067187,1,"*",67063763,67195173,131411,"+",0,"inside",0,"ENSG00000166949","SMAD3"
"762","19",11155658,11155658,1,"*",11131520,11155808,24289,"-",0,"inside",0,"ENSG00000161888","SPC24"
"763","16",327344,327344,1,"*",287440,352723,65284,"-",0,"inside",0,"ENSG00000103126","AXIN1"
"764","1",245310746,245310746,1,"*",245154985,245709432,554448,"+",0,"inside",0,"ENSG00000162849","KIF26B"
"765","1",241357489,241357489,1,"*",240775514,241357230,581717,"-",258,"upstream",258,"ENSG00000182901","RGS7"
"766","1",241357489,241357489,1,"*",241357343,241364054,6712,"+",0,"inside",0,"ENSG00000286496",""
"767","7",130734398,130734398,1,"*",130730697,130734207,3511,"-",190,"upstream",190,"ENSG00000266265","KLF14"
"768","16",231165,231165,1,"*",231134,231472,339,"+",0,"inside",0,"ENSG00000206168",""
"769","2",105241498,105241498,1,"*",105241743,105243467,1725,"+",244,"upstream",244,"ENSG00000135973","GPR45"
"770","21",41926075,41926075,1,"*",41885112,41954018,68907,"-",0,"inside",0,"ENSG00000157617","C2CD2"
"771","2",9703396,9703396,1,"*",9671875,9708413,36539,"+",0,"inside",0,"ENSG00000244260",""
"772","2",9703396,9703396,1,"*",9638745,9712920,74176,"+",0,"inside",0,"ENSG00000240687",""
"773","17",75261762,75261762,1,"*",75236599,75262363,25765,"-",0,"inside",0,"ENSG00000125447","GGA3"
"774","17",75261762,75261762,1,"*",75261674,75266376,4703,"+",0,"inside",0,"ENSG00000125445","MRPS7"
"775","1",94713869,94713869,1,"*",94613814,94855426,241613,"-",0,"inside",0,"ENSG00000224081","SLC44A3-AS1"
"776","19",35869587,35869587,1,"*",35867899,35879792,11894,"+",0,"inside",0,"ENSG00000105290","APLP1"
"777","19",35869587,35869587,1,"*",35825372,35869287,43916,"-",299,"upstream",299,"ENSG00000161270","NPHS1"
"778","3",177197804,177197804,1,"*",177019340,177228000,208661,"-",0,"inside",0,"ENSG00000177565","TBL1XR1"
"779","11",430123,430123,1,"*",417933,442011,24079,"-",0,"inside",0,"ENSG00000185101","ANO9"
"780","6",169639909,169639909,1,"*",169419969,169702047,282079,"-",0,"inside",0,"ENSG00000285733",""
"781","6",169639909,169639909,1,"*",169457212,169702067,244856,"-",0,"inside",0,"ENSG00000184465","WDR27"
"782","12",57234871,57234871,1,"*",57229573,57234935,5363,"+",0,"inside",0,"ENSG00000182199","SHMT2"
"783","2",8494697,8494697,1,"*",8488420,8505027,16608,"+",0,"inside",0,"ENSG00000285591",""
"784","2",8494697,8494697,1,"*",8461703,8592903,131201,"-",0,"inside",0,"ENSG00000236008","LINC01814"
"785","16",22814922,22814922,1,"*",22806289,22813680,7392,"-",1241,"upstream",1241,"ENSG00000283213",""
"786","16",22814922,22814922,1,"*",22814162,22916338,102177,"+",0,"inside",0,"ENSG00000122254","HS3ST2"
"787","2",134251352,134251352,1,"*",134119983,134454621,334639,"+",0,"inside",0,"ENSG00000152127","MGAT5"
"788","22",50578072,50578072,1,"*",50568861,50578465,9605,"-",0,"inside",0,"ENSG00000205560","CPT1B"
"789","22",50578072,50578072,1,"*",50568869,50582965,14097,"-",0,"inside",0,"ENSG00000254413","CHKB-CPT1B"
"790","2",135532144,135532144,1,"*",135136916,135531218,394303,"-",925,"upstream",925,"ENSG00000121988","ZRANB3"
"791","2",135532144,135532144,1,"*",135531455,135725270,193816,"+",0,"inside",0,"ENSG00000048991","R3HDM1"
"792","19",55084610,55084610,1,"*",55072020,55087923,15904,"+",0,"inside",0,"ENSG00000131037","EPS8L1"
"793","16",67538957,67538957,1,"*",67538557,67540106,1550,"-",0,"inside",0,"ENSG00000261396",""
"794","16",67538957,67538957,1,"*",67518418,67546788,28371,"+",0,"inside",0,"ENSG00000039523","RIPOR1"
"795","21",38272432,38272432,1,"*",38155549,38307357,151809,"+",0,"inside",0,"ENSG00000157551","KCNJ15"
