seqnames,start
14,66507445
21,40842019
11,626128
19,38229986
13,109786569
2,206642251
1,145927554
17,68199344
18,26548898
14,94612262
2,6932964
17,41624878
16,85798772
2,236171624
3,51385781
20,43915538
3,46580446
19,2294888
12,123384513
12,122006544
12,106139597
3,184363022
15,77597632
15,50908475
19,12485127
19,46609965
7,150048988
14,61602223
15,90245966
6,111760335
19,50728300
11,9760279
19,39110334
3,181710881
4,41745551
6,131628411
20,35434210
1,90725675
11,63974672
19,56478174
16,20806286
16,88989507
15,26774101
7,90596559
3,48640235
1,39901425
15,97653004
16,89972446
2,10919336
12,104349912
2,181657191
11,794433
19,16495810
19,9363008
3,56468237
19,35869587
17,64836966
19,7943389
3,39126396
15,73994838
12,131800127
7,96322395
14,44887689
14,58298466
19,36666997
6,167350658
3,147419135
2,26243617
6,111259312
19,16888830
16,67226999
17,46851601
14,103735028
14,34630076
19,4491716
5,176389343
10,110226364
11,73157788
16,71714957
6,159786866
15,64095685
19,2841296
12,104138233
12,132148777
11,130861970
11,119364246
7,16847788
17,47899611
3,147407971
7,16750691
6,116764877
11,76690451
8,12362223
11,3203561
6,27478886
11,41459952
17,74454336
11,65525195
4,3232059
8,546618
7,94908870
17,73437913
3,137764713
4,76251688
20,62581241
14,65413651
2,97806968
7,43759207
6,100447267
11,130123630
16,67393703
20,2752712
2,47570451
2,54457873
4,82891644
2,181896722
6,166383805
2,32627898
7,94004128
14,102555035
9,127122801
22,23783737
17,47949444
2,119432626
16,54281722
22,30396927
5,177312171
18,47248552
3,48450216
2,202035340
17,42284992
7,130486527
16,48496897
10,119042584
3,50337918
8,47188556
17,68248448
11,128180712
17,75779788
10,131982381
20,41618451
19,4068108
2,176132549
16,1959615
1,6179910
17,74670531
2,37648693
15,65196628
2,110205049
8,22547442
19,53879411
8,143742946
9,75088163
15,60398020
11,57464934
13,40922571
16,31183897
3,57597966
2,158893079
10,128047502
19,48739696
11,22625917
16,2234124
10,124045977
16,10979206
14,101152069
16,1765197
12,132571385
16,67773677
7,1028315
6,144150506
16,88842214
4,8440599
16,382219
2,20651127
19,32345508
3,177197804
15,82571862
17,74362074
11,32893951
6,143511796
17,44070664
2,236171697
6,169574475
17,82293047
12,102117633
14,74882076
7,99472961
14,52924078
12,132570424
19,47609225
12,114697198
9,121599271
14,81533968
16,86555326
16,89967877
14,92939737
19,55117736
16,51154218
12,121632526
20,87529
11,430123
12,1505273
12,56719679
19,35021904
6,139135103
17,48578199
17,49708115
21,44286111
2,97996480
3,12556914
3,38024953
1,225777698
8,142778293
8,143931143
1,1164203
3,155854579
8,66432405
12,2752748
3,147397199
3,13354830
1,6470683
22,37852457
17,82003893
19,859554
3,62189675
15,78442516
16,58501480
8,54621543
17,49972608
16,75591673
12,120581398
14,95714707
9,135699657
11,70271608
16,71461980
20,62550397
19,12834076
19,5977688
7,27586976
20,61873995
15,89409753
1,44417465
19,16571543
22,42580143
15,34754822
1,155563023
11,130547019
17,57881439
14,101039581
15,78538946
3,169812739
19,58217194
3,185254365
19,7554672
15,66251987
2,233307916
10,59907066
15,99251077
3,13041387
15,38252840
7,76238961
2,111120902
8,26867227
7,22432889
7,130734372
2,236241660
19,15417778
19,45885529
3,50276565
7,101165207
21,30882994
13,46438105
19,3869347
16,89491461
16,66130698
12,100503116
2,63588829
7,140292826
12,56510968
9,136122863
15,30906100
19,10835987
7,129774896
3,140941906
13,27928493
7,128938492
7,27114036
19,21397151
9,15510859
10,102436784
15,65361770
17,4981336
12,104050147
20,32190496
7,6577645
19,12160230
12,52006746
4,1569064
12,6766476
12,49070135
14,105622210
5,150649424
5,10354451
16,56679859
16,35543510
1,169427474
16,1613435
18,13217954
14,23154519
1,11726035
1,47687535
2,132585576
1,114152639
19,18929366
6,57222077
7,122144450
3,48621807
7,5190102
22,29315927
1,54475497
6,130018472
14,64338938
14,67471020
17,64962134
1,50108919
7,157990193
2,174025842
2,218068945
7,55951881
15,35546524
1,10793861
20,63831584
17,42561973
7,157527968
16,1438806
1,2071835
1,157045505
17,39980670
6,135851617
15,56733330
15,30823659
12,113135781
1,242057623
1,26372143
6,142088694
7,6104768
13,77730535
16,64950723
12,108339544
16,933225
1,22955329
12,130715391
8,25457438
2,233307501
6,36439756
17,57874856
17,4997869
12,132122260
4,81214833
3,42936461
14,24398876
6,169639909
17,49362644
11,82900499
14,104986215
17,74873101
6,37697850
14,100893851
4,56311885
19,19306135
13,113433729
19,50514690
12,95858398
19,35279261
1,182601735
1,38991598
6,166310920
2,130144851
16,54285712
1,204152372
14,92513860
7,97872589
19,36215067
12,109833636
1,40979433
11,13440255
19,55354961
7,1665503
7,25862709
3,134373873
14,96363719
12,5044563
11,31801593
16,66802036
7,101952938
4,8595321
2,3644061
20,21017390
22,29310605
19,40549302
8,62247568
4,102345264
4,98929107
12,98644641
12,125105745
14,99174134
3,195886341
13,53028250
6,149746355
2,79512737
6,43171054
21,41167513
15,74873480
7,39566681
15,66390395
14,28766807
20,37179018
5,140043368
17,19977955
13,18838044
16,81035579
8,89757991
12,122184639
16,88667951
2,217951557
14,54509597
2,121649800
1,248692063
7,114086048
2,86102927
2,26764180
19,44926613
4,2926333
14,33951209
11,7436724
12,12350290
17,76104051
1,243256228
2,196068822
19,14518403
17,75779799
16,88887036
12,75305845
1,228166016
15,85097531
11,3166520
6,1622706
22,29767046
16,23467516
6,73395145
19,4672878
4,79326063
4,147118716
4,41359726
15,74434116
17,16216030
17,49002597
4,185137388
16,10944598
17,47780718
16,3582555
12,107319639
1,18636983
12,48857501
9,89676608
12,96247257
4,186841225
17,44399249
16,14285471
7,157139082
20,37693988
14,23286269
11,122773281
1,167222123
1,206658698
15,64381634
20,5610972
9,121699903
1,197929087
1,32221972
14,99247694
12,94616253
10,102232020
4,140427878
19,15471876
2,126655791
1,202122816
19,17848096
16,30374723
19,52367048
16,89283825
19,45692397
14,64220670
2,55923790
8,53594558
19,33273472
6,26126192
8,81732324
1,235023663
12,101407463
19,4950810
14,60509093
2,70767830
17,4263910
6,100463870
19,55376714
16,55487223
7,100100915
1,84253995
12,118104046
11,46846491
2,24009986
7,151341992
1,7785738
12,121801129
11,33869114
11,61587845
19,2542839
15,69940427
1,1919644
2,44167680
3,184812466
18,62524286
1,225883009
19,33686835
6,26538741
12,94139989
6,26199542
3,119330870
16,87331419
6,14734944
4,82430361
7,40134283
7,1077904
16,4693702
1,155911311
17,48794543
11,1834795
20,845155
1,236523504
1,35930765
19,55284203
14,23567374
1,35116748
16,50025511
1,203340304
2,118852950
1,111139509
11,448262
1,100351387
2,53787354
1,41518572
11,68030745
19,37078334
19,57769360
14,74619810
1,1559261
1,154983151
1,57423124
17,21214623
1,44843304
11,96254218
3,73624936
13,112968319
8,143246826
14,61695742
1,17420344
17,7179243
12,64222246
19,39204371
20,33811492
1,109668077
19,41935849
11,65658512
14,103630053
6,159788836
7,155576729
16,86512768
3,105367299
12,84913373
13,113130349
1,41383531
7,51313389
16,67416568
3,172523594
3,3038643
2,9814228
19,17302958
19,39498902
12,69476194
3,32817049
4,117085249
16,87602933
11,64843163
14,64879772
12,19515682
1,182942420
7,18495609
2,157597416
12,132286001
8,668732
3,78979113
11,64186040
11,125164420
12,21658026
21,44847181
19,10587344
8,13135061
11,1882103
3,9789926
3,128650519
11,44311517
22,45503412
1,108199785
22,21629317
2,219006330
19,5237284
12,106357650
10,92699771
1,167936142
2,237723785
1,10032241
11,46381866
7,57180041
3,131527253
17,35448898
15,48646379
2,27495422
7,151783266
22,35399281
19,42230161
7,90154453
16,85799563
13,112062893
11,108121307
14,68979968
7,23469115
2,26319092
12,2752918
19,53058188
1,2526819
2,200306086
2,80303823
18,79899949
5,141478246
6,155314271
17,82796229
20,33443995
1,156500535
7,74656983
16,86510702
17,76726015
18,79455491
13,111524083
22,42553823
19,29873431
1,89821479
10,75401177
19,38850137
12,34337060
11,1010615
1,42958956
8,143935073
1,4655555
16,67887192
1,45584380
12,1936564
1,3241636
20,10172365
4,1002264
1,31773130
16,30183997
3,137772322
2,68471544
1,46203168
20,35739544
1,2194712
1,225926865
3,52154057
1,30904534
12,2054442
8,143954234
12,19439966
12,114697477
1,241641119
15,90233958
1,117605871
19,40717357
1,87202988
20,49046606
11,68038880
19,47849347
12,131736642
3,31532817
2,237085719
12,49026508
15,60347517
13,21604461
12,57234871
9,136194299
11,93661744
14,65156914
7,95772544
1,44847353
10,117375201
1,10529343
6,87701357
2,5692885
17,28720537
19,652493
8,85107035
12,106903460
2,232927684
17,4057195
19,55087075
20,58851336
1,234377552
4,13627719
7,134459354
7,95396299
4,67701392
2,127107855
8,47525290
17,11240513
1,149885447
1,31589165
7,98193062
14,53954695
6,163413840
14,68955800
17,76138762
11,133935064
11,69641109
17,82030212
17,39461451
3,72445201
6,26188741
1,155244779
1,18645378
8,143600230
22,17119954
16,53704163
1,161890593
12,49060978
2,84881288
1,43453806
16,23453254
19,2556026
19,43754712
22,41472546
3,50321574
6,3845403
19,14166099
19,37779596
3,134795282
19,11665345
2,239943130
6,166307667
19,4268805
10,101229497
12,56315931
4,40821879
3,55487833
2,9951532
5,96958483
15,89384519
14,100709815
12,114696396
14,100881848
21,36698523
19,1255393
3,53186695
6,89410446
10,100912611
6,317205
15,80779502
17,31937495
16,88651129
16,59754824
22,35538817
20,50958590
4,185017566
14,106141690
6,10400542
6,50840914
2,42118061
6,36680518
20,45881003
16,87707287
4,4333457
15,41331967
2,109031502
4,6986579
2,5982682
2,86441857
11,22626063
4,99949580
19,35748713
15,75451661
10,97683698
14,67244114
15,82262243
16,1429445
19,19211867
19,55675517
11,111602047
8,7486214
7,5426969
2,106097940
14,105475906
11,66840123
19,45695372
6,99425871
15,72478408
19,46489669
13,113607619
15,40511995
2,85810734
1,211830919
17,81892104
19,1940418
14,95157812
2,161414482
3,129399490
12,48198487
2,81190505
10,78303811
1,155082626
11,7252267
16,759910
8,124373195
3,45842184
20,62219812
14,67600289
12,52544636
1,179575586
17,31859487
1,160084429
2,24076199
2,176079186
8,101205670
17,1516905
16,87636780
16,88322440
19,53716250
14,100214489
14,104396343
9,116153628
2,218292396
17,48593248
12,122836064
1,154325859
22,41418249
21,26967123
15,34795959
17,9021459
16,67183856
17,897477
16,2476202
6,105986110
14,102362882
11,611942
2,230411648
7,157758583
7,73305732
2,151289611
11,130666745
2,74503459
13,32031117
3,120908323
9,69248243
2,43224729
14,101530105
10,116273380
15,25439236
2,69012982
6,122996424
2,176068558
18,34224759
3,186108573
17,73952291
13,20703979
19,11197293
12,131217077
15,41544313
13,114064802
3,181695345
16,87491933
14,64549799
17,28957637
4,87031021
8,73295943
6,138107858
4,1976597
17,69327568
16,89529361
16,35195559
6,122712391
10,17616576
6,113971375
1,36464519
5,17216113
3,13570934
10,125882806
16,280010
19,39204394
10,130136271
19,55304844
16,51149562
19,12270285
14,74974404
6,5471862
8,143256414
5,141428099
19,1875880
20,45827512
4,121823121
7,158863847
8,30146144
8,1054177
19,46661525
7,152924894
16,54817552
16,281727
6,26152989
5,147509464
19,52171824
15,62067629
8,141211144
5,127030093
2,74654338
5,37835007
16,84191126
19,54138574
5,2751725
6,3258777
5,59894022
16,87692855
3,122515056
22,43110468
11,67415607
5,112861097
20,63858237
8,141207554
5,43040072
8,79783933
7,99033069
19,12737479
1,167914141
4,8384461
4,1748749
2,239736952
5,135027947
11,2886104
19,22518458
19,10718172
19,19170331
1,6253702
17,76585421
19,39197225
17,3623981
7,107168679
15,42273674
3,196568347
21,32569722
4,48483607
3,129979931
2,241273057
16,48365858
16,74666889
10,133077507
8,144409833
2,238232092
8,142786633
17,32350119
4,1214522
16,69933072
5,134905087
2,231038341
8,56320116
8,96645153
2,63049588
10,107915205
4,2060196
19,54947518
6,46130047
14,24316641
19,14075092
15,85380477
14,34539671
3,184630190
5,55159736
7,77798742
22,31107761
2,8494697
1,34930236
2,178072946
16,3577242
5,113082004
16,1549071
11,32333412
16,34014990
19,41908287
11,45900615
16,22814922
11,17781874
5,140363315
8,66178541
3,71584063
8,109540667
2,1721989
5,134845839
5,173235347
2,66582827
5,42423513
8,52714379
16,88727210
3,55482338
4,39061711
16,67481133
17,81891752
19,55653100
5,16934411
14,88594477
16,29815433
4,1331300
4,77820054
4,150582349
3,72446815
8,57143467
3,19934246
5,139392022
16,15672470
8,119833138
11,10541366
18,78400443
4,84583327
7,113086719
3,12484543
19,17502254
10,86957607
12,68746008
14,68978123
11,125496525
13,98483516
22,20249257
10,63466187
12,55719650
3,150546750
6,75602662
7,139110006
9,66153455
3,52519033
18,63236601
1,1020321
7,36155898
5,88883443
8,73449033
19,855922
11,34174546
16,87924539
16,67842671
17,7014674
11,50268094
17,81285483
16,71860265
4,53365673
13,44989193
2,66432975
2,132416070
20,22585505
14,35534322
21,34615498
22,31496576
4,110639651
10,117553180
10,101061913
6,41941914
11,2097336
3,120094717
20,50731380
7,111725986
12,113466168
14,74426394
17,81937481
1,77978403
19,53103285
13,39602925
13,24722154
1,179575630
7,130490906
19,10416523
4,1326512
22,20394619
2,110205036
5,51379358
2,86195074
17,4366678
6,82363057
19,44113505
6,38722804
3,49555043
16,28846384
16,57999806
19,38596546
9,34377070
2,136990890
10,27743843
1,26787831
14,57269134
14,88824382
1,116534466
6,135497821
8,98426740
1,1631308
11,63985697
8,78665881
19,19865760
10,132783485
5,66680758
19,46674485
4,72568318
15,55197365
19,11355333
1,150010895
14,21510656
1,183636161
3,79019707
2,240999019
6,21667102
13,112976796
14,73851903
16,86060583
5,139633732
11,65223488
3,49133235
7,128270874
7,151520028
16,4767087
22,20702822
14,56795331
1,19979192
2,26244976
5,2751708
12,121800930
16,1610573
3,184361428
1,18630529
7,93921702
16,53372285
5,462256
11,46143101
2,106887206
17,39401334
6,35787019
3,156615178
8,1032243
1,26964355
2,66446853
14,64216194
1,241310938
19,581564
11,16602271
8,79767753
2,84905085
19,14405733
2,27664680
19,53787742
5,2739017
19,651386
2,219543100
3,50235882
1,210385165
20,34259847
2,37344258
2,40455067
11,1622557
21,44812914
12,70755843
22,23857441
16,8712806
9,126482459
19,45213055
2,42827557
20,3843642
16,57890352
5,93593867
22,50000340
7,50566199
7,129781073
5,76623456
8,143840716
1,155079403
11,63681310
2,869020
10,101818559
22,36703427
19,1578003
1,11501605
19,45402632
1,212285384
11,121292386
5,115296290
12,62260243
12,62631950
11,70203019
21,41426012
14,100881821
12,57620117
22,41288702
14,33950614
1,183417102
1,18108280
7,137846512
5,140346853
17,36601405
1,169894353
22,39893534
10,113679873
12,96907351
14,21902596
12,53501285
1,160190316
8,59119361
1,150364267
11,2869224
15,66347368
21,45497627
17,45261991
19,4607134
4,170089948
14,37622195
1,160366696
1,55215053
16,48388517
8,37748265
19,3933593
19,16200566
19,14136602
7,27155126
16,19716125
7,70707529
14,64705477
12,124964569
7,99374537
5,36241989
16,3400775
6,4774988
6,163671830
19,19212009
4,10123706
7,116953312
1,155127602
7,50400223
1,109416005
4,123401216
2,134251352
7,71132792
7,97971790
16,81006784
19,15379885
2,31234742
19,33777428
12,14961970
2,70871810
5,176114955
5,88675132
3,62374098
14,24081717
10,100267729
1,29230934
7,5570100
5,75611767
19,16418285
7,66114954
12,95858327
12,64222045
12,112791999
12,54004734
16,29313300
15,41544266
15,81196819
5,135034361
6,28313085
19,1220728
10,124449355
16,29926425
19,6135499
1,111515614
6,83430845
11,68750336
19,40693283
19,38398875
11,45665893
19,49149187
1,864703
1,29123590
19,12706470
12,15225377
8,48735175
8,143368321
1,47593313
11,35420353
8,108443636
20,63741980
1,78043810
16,22948498
3,160400514
19,18248179
10,11895256
1,39104651
19,2476131
8,55525161
5,63961986
22,50578072
19,55476196
1,47446407
1,247937105
9,114397936
8,21919552
9,2718952
8,97282142
6,26240692
7,37916674
19,49453567
12,129900189
13,43664999
17,8162933
14,99604571
5,58582918
7,143285370
1,246724001
4,16573700
1,228277790
1,234359129
1,1056153
1,243270002
5,32174394
14,57268560
10,100997269
13,99200277
19,53906906
1,23554918
15,77420920
22,46113651
19,17808364
14,105493246
3,14811152
6,84766655
20,64084428
6,123967382
1,169712192
5,143923635
17,55750392
14,105282031
2,55520639
12,68746807
5,111224807
1,228082713
12,120302217
19,45671307
1,22870687
11,134253909
8,22141903
11,72242378
1,151059643
14,70189154
8,49912062
5,142325131
6,167720616
12,49961215
11,691488
8,141226489
10,68407016
2,74514446
2,202238982
10,133058751
14,105684401
15,90930156
4,87220674
22,23261164
2,164837235
19,3697924
19,44890364
3,197749720
11,106077798
14,69153723
8,20123399
5,34839089
20,44326832
1,11691559
4,173333356
17,46978691
1,181104873
11,1748152
17,8965224
6,26538274
12,132134629
1,180503072
1,150364143
16,56589478
3,39809293
16,21502529
15,20170413
1,212413846
14,76148599
14,69259504
1,219331281
19,44305040
1,1575339
13,99501119
20,38425321
11,44565053
4,154740539
13,72727093
1,62273460
5,150656509
15,33194736
19,35462744
1,38872808
15,74798741
3,32391911
4,41260341
12,111597408
16,1010765
1,2586915
8,62863949
14,31015262
7,83648655
16,70454570
1,108876978
1,179883284
17,8163165
14,88479697
13,50843787
11,314493
8,26571410
19,53959794
17,64918962
12,29782940
3,64268142
19,58084573
7,155345175
3,28576363
15,26772027
16,1119376
5,178232918
1,86156248
2,70124392
4,183445083
10,86756334
1,17274385
2,231962178
15,101747959
17,49965553
5,141692058
16,87982602
19,58538755
15,75647137
15,45430721
17,29176686
12,48157709
16,832925
19,36245575
2,135532144
15,43800147
2,86036101
14,24372507
16,54284860
17,44316490
13,26557504
15,44427318
2,111898252
19,57240578
5,138753459
7,149091432
16,12903677
16,29077635
8,57143032
15,28214554
12,2812511
16,86925550
7,129127226
6,105180138
16,70645275
19,55084610
14,24399549
15,24774631
16,27426579
19,8526892
5,176537813
10,131078885
4,1305678
20,44652066
5,129457694
12,7711526
1,160262380
10,91198870
16,69385578
10,133013256
16,89315962
22,31110839
12,106583033
5,1962387
11,64924592
17,38824941
16,69398597
15,71079488
15,85495391
4,80335887
16,88454504
12,114697186
19,1168842
2,190343968
2,72146109
17,2704442
21,45475508
10,99533009
16,1765102
16,66552021
9,124258379
8,21914029
5,56950906
19,1523918
17,20896198
12,54280678
16,66428404
11,63016010
16,3160356
1,1599775
8,61675903
6,34121573
14,34982840
19,57916567
12,4445805
13,110666293
9,38068666
10,75295083
12,6581786
4,158671955
7,94656648
1,165355174
19,10420867
20,63653886
6,12290174
17,324255
21,28885448
15,88982389
8,65634417
19,58279793
11,88509085
19,2807174
19,35648129
14,68894332
4,39698339
14,89954648
5,141402943
3,42804696
12,110582866
11,65479119
5,172770347
14,50920760
13,112343227
5,177304730
22,21735463
5,1077616
10,71805931
10,125027263
1,220272408
5,6378130
15,72272683
15,88455262
15,74461528
19,3970738
11,119356310
5,103120280
16,55323930
14,104985114
5,170105754
22,50721127
19,11453724
10,37681156
7,77799344
17,82228399
7,75394315
11,65786704
16,13935599
16,69120379
16,30893789
21,36701163
19,32675295
8,123541449
2,100321043
14,68476769
4,173527554
16,85309882
9,137465025
19,1095377
6,166871054
2,197378672
1,228109263
5,179917619
11,82729241
4,1831044
2,10404939
5,26673439
17,1649008
7,44802969
4,55949097
6,169292636
11,114061384
7,92724140
9,137170088
8,35682721
11,124265616
17,75784292
16,2267848
14,103132867
6,33593411
19,3672413
19,2740367
19,23117441
17,44070702
7,100837570
10,1242358
9,132162509
19,53865879
8,38177124
21,34668490
6,53545052
16,56676344
2,181684059
22,41674662
9,136949301
2,99141756
6,160349058
9,4299221
15,65530327
20,59019145
19,22623382
5,158591473
11,111598333
2,88055408
2,118014408
8,30723287
16,28554106
16,79658457
11,121631686
7,44383497
5,59800243
6,25137743
15,76342039
5,65624289
19,1957776
5,37835787
16,35170302
12,70243613
5,151080602
16,8795387
17,76736327
12,132271607
20,35529767
10,118108462
10,132189210
7,128344339
11,62665022
7,157005139
21,33948292
11,66312910
12,52442860
7,100673594
6,163100135
2,131039865
16,67538957
17,21377851
10,121928111
19,12737489
1,103525797
2,69741872
7,92695547
5,77210934
2,230989855
16,58026081
2,70293805
8,6926148
2,239189700
19,14496506
12,68420667
12,7162935
19,21767676
2,215772870
19,41911151
7,6436479
10,12068578
2,96762971
9,112333240
11,1607132
17,4740106
20,38724474
22,43151673
16,46831607
14,20461761
16,67648907
17,30525897
16,30446172
17,8476960
20,44355459
11,66480349
6,138106994
14,35404186
10,15088913
5,98770348
16,89099357
4,5888703
5,141850083
15,77457217
4,186727204
11,64103756
5,151223608
11,124611297
15,78339802
12,9421318
12,8134142
12,111075544
8,61139253
16,2271557
20,59300309
15,73318861
11,134034018
11,110049938
19,52689324
16,55478894
17,7905336
19,13831797
19,44809268
14,22822005
19,49133013
5,179373354
6,164085829
4,41257266
12,133130583
19,18117930
16,15502196
21,38272432
6,139135111
13,77919743
4,41990604
14,22836626
2,238597131
4,1503333
12,110846723
13,112202705
19,33819720
6,79947695
8,76683086
17,57585923
17,8163351
2,201116412
4,5051777
2,20048659
5,170782577
7,136869108
5,1974745
16,8963926
17,17823894
17,42618805
16,57416872
8,1080521
16,67561966
10,633574
17,40107163
5,179623825
9,128420450
7,2511920
8,70184664
19,11361585
19,49056535
2,231464553
10,123144610
2,119366927
4,110643449
8,84182607
16,84117141
11,720859
5,6756160
2,61017592
11,119121334
22,21867879
17,41519103
15,45129806
20,62926654
10,114374093
11,7513446
16,4882619
17,80823215
17,81927714
4,4230493
8,89758228
16,29220818
15,22980883
20,59407914
16,12903032
16,50681281
19,47726247
5,144598835
12,114684223
17,5097986
16,28984561
11,2885751
16,35195707
4,112411813
19,19515790
16,51156030
10,73791939
19,19063953
19,45779822
19,23758606
5,10284142
17,36661485
4,1003563
17,43979868
12,94874098
19,56671476
16,20806249
12,118373153
19,34734410
2,135532081
6,6058180
8,127794626
21,46003968
19,3494084
11,46613960
8,64576358
17,78466773
11,123559867
12,109116497
16,28846414
4,107989409
6,34238718
5,17216259
17,19378199
10,11164929
6,42451980
12,124655621
5,132556823
16,3230662
7,55534416
12,57479949
15,43302607
19,51646977
1,114780706
10,129794671
12,127146748
10,101587976
19,49423987
15,75903798
4,107035798
17,4786360
20,35664996
19,34478946
15,70096775
6,4079470
2,200811668
2,134719337
10,99731867
5,74685009
19,43463981
17,15265341
6,28336298
1,165698879
6,41372047
16,89526329
6,3926428
3,125958648
5,36151891
16,81473723
15,55799423
6,170138630
16,21278491
20,63955419
10,70233462
5,75717504
19,680592
4,163343860
12,103841548
12,55716236
11,70203856
11,22433115
12,21527492
10,8054670
9,100098871
16,54282137
13,44144151
13,29743274
12,121823922
15,88895440
17,39608549
3,10248403
1,166975156
13,109773488
17,79024161
12,6820425
16,10252546
15,44711480
1,18717104
16,23641031
5,55220710
2,190180583
2,172100922
13,113325720
3,5165744
2,28391804
17,45165224
9,33817859
12,45048186
5,140401746
5,1056295
7,149239483
19,45302677
17,7044018
17,29176738
6,114144887
13,18603486
1,205227628
19,3135366
15,66621837
17,32303853
20,23049003
6,96013833
11,121655555
10,78913850
12,49791814
15,63504696
16,11356855
11,33015984
1,204255692
19,56088298
17,63932291
19,39515027
1,112675035
11,67616220
1,244863150
12,112575903
7,140176117
7,140397978
2,239178024
19,7395441
5,76542879
13,98438665
2,197453306
16,74700987
5,42422036
1,185317675
5,43602278
19,53912814
17,75109536
11,86956133
7,150801117
19,925900
1,2327886
22,27919695
19,12294933
3,141368419
17,48107217
13,20206958
5,170503866
1,26900489
11,128909760
5,172006001
11,35619707
18,46173744
15,68795435
11,27701089
6,63572729
17,44067862
21,34670841
10,87930477
7,4712432
2,54118655
15,98969471
11,86800336
2,27891297
4,153680540
11,64910090
15,39919975
17,64130125
19,17540045
6,148342217
10,21394164
19,33235749
3,52535131
1,26865408
15,59104843
3,101574176
12,111842812
10,29409520
16,58488033
9,136410039
13,25375860
2,186589886
11,601753
6,1378633
7,94907721
16,57667543
3,167735678
15,85758981
5,177132880
20,16729897
16,70289509
7,56093077
9,128657077
15,96330802
7,90563262
19,47754698
10,36449577
22,38756071
1,87132831
20,19759291
5,173555354
17,60153887
20,64042537
19,42324469
15,80586403
8,108787289
16,302504
7,45141246
7,2943956
11,1028291
2,197675897
11,1522045
19,39265929
5,36876852
5,111670672
10,96129289
16,31105746
13,30737826
19,40218468
4,168318582
11,74399178
4,8152590
6,21587493
20,6007092
10,128541263
3,193240937
7,157829529
19,48170258
6,157382344
4,6200826
16,30526693
3,160756434
16,31873693
17,43211609
19,49677127
1,35557553
2,219252982
6,135851677
22,45201093
11,64744725
19,1248690
3,50299359
8,11702942
21,29939069
19,6477022
14,21384390
19,3435254
2,200787629
17,42795825
17,81135929
11,2213800
13,30446081
2,1650554
5,112958618
5,177454467
3,46750867
19,310296
16,670883
21,41801681
5,139852358
16,70800432
6,108119135
22,19766728
19,49488014
2,231604823
17,79798223
2,17800252
6,46735488
16,89936454
2,205923247
4,145278992
16,58464630
2,159185457
7,143511313
16,6016727
2,127675799
2,74647256
21,44932530
13,95644454
20,44475934
5,173055804
17,43125257
11,86672210
1,1049003
8,142613186
8,1144502
11,17722214
10,72273062
17,38925622
8,132964590
16,3235489
19,43414822
19,58350721
2,165574175
19,36668306
20,63101217
18,54358423
2,191847179
6,88963389
5,37379720
20,37528124
19,29610336
10,133520557
2,109130808
5,113294998
5,601093
11,31814029
10,132260730
19,5661600
5,1386532
16,2155169
5,34929914
5,38556121
6,107116618
16,89489968
5,115841457
19,53942209
19,35059647
6,37354865
2,209872980
14,101761884
7,142618798
10,94328201
16,50841229
19,21941083
11,129881646
5,141421416
22,31292541
3,183099691
16,31073180
16,67571798
10,12043053
6,24981548
6,73158035
4,147683894
2,219252877
6,159168842
16,79766592
16,58295057
10,98415096
9,133479333
19,58002654
19,40598502
19,2214109
1,20485148
16,684514
1,193105647
9,69121493
8,26047105
16,89217562
12,120369513
2,232550712
10,18651475
3,170223051
4,76585949
19,42303035
5,142977477
13,110666143
2,210476705
2,200864832
5,56909168
7,157866070
19,11597400
17,49969434
16,85400070
6,26032258
10,104269181
2,172080546
16,70646914
2,96844464
6,139028634
11,94768295
16,50742803
20,10672516
4,3415644
13,78607305
19,496425
1,155941447
7,151432125
13,109140804
3,3110215
15,91854049
16,56657639
16,74666722
22,37514986
16,1007052
19,11346181
5,179577534
4,52862832
6,89146045
13,112647403
19,11374649
13,41061523
16,23835572
21,43803842
12,122523008
3,37399544
13,39038306
11,72643530
2,120223420
19,1173242
12,109477566
11,44309408
2,201118519
19,7788658
12,56223953
12,121229052
16,2223122
12,132833232
11,64345008
6,42050697
19,15741853
2,100562933
15,90101853
10,329890
7,26618055
17,75456467
17,17164366
6,27133052
19,12513751
11,35275479
11,43936610
22,43110459
13,45341176
3,184241958
7,74660026
12,101743613
11,95925305
15,69074436
17,48107921
20,43190116
10,73496172
17,82330135
1,68497257
3,129316890
5,31857810
9,19788759
9,99104713
4,56387555
6,159790371
8,66666686
15,92393626
4,7461411
19,639726
2,130342455
16,55509009
6,119348061
15,43371384
5,154405296
12,8018201
8,55100996
6,108261423
2,128233478
11,123943913
22,17370706
9,34691004
7,74890405
19,1725759
5,173238397
11,3418148
11,66546078
16,30528066
22,38081795
19,13013790
4,169620395
15,93435017
13,80339313
10,97334787
3,184174272
16,11792812
19,4909456
5,1594618
5,170504088
15,69759171
21,44921152
16,17471321
14,52314203
7,4973820
3,158109893
4,56387502
7,1407556
9,135479646
10,27741699
15,28132639
16,84806848
16,88455450
6,161171189
1,47997190
16,75251749
12,39620259
16,1399307
4,41214462
20,63627215
3,196942324
15,22757757
1,45011288
3,129046097
1,204073198
7,144050329
19,45526198
1,13702983
11,65858514
1,11735840
7,18754551
15,78509938
1,156738199
14,77800391
8,72251784
19,1229185
7,32957499
10,49115787
10,12418858
8,127735901
20,33811076
11,123452918
15,100545136
6,169166525
1,6603209
17,82230549
6,99994613
